TimestampMicroSeconds,X,Y
21723722409,-0.979078,-0.093166
21723735636,-0.893196,-0.289855
21723767369,-0.987578,-0.085853
21723798450,-0.993849,-0.081518
21723812373,-0.950787,-0.184653
21723825686,-0.904812,-0.294752
21723842315,-1.001612,-0.067820
21723857371,-0.953302,-0.188405
21723870686,-0.904640,-0.305292
21723887370,-1.003820,-0.076628
21723915684,-0.904197,-0.302357
21723960731,-0.906466,-0.304769
21723977390,-0.996512,-0.072970
21723992390,-0.953419,-0.190173
21724005676,-0.912025,-0.307032
21724022403,-0.988861,-0.076836
21724037394,-0.949049,-0.191626
21724050672,-0.912452,-0.307194
21724067402,-0.980647,-0.076680
21724096779,-0.913020,-0.309787
21724112368,-0.979370,-0.074116
21724127395,-0.946372,-0.192212
21724140628,-0.912124,-0.311078
21724157396,-0.982051,-0.072582
21724172371,-0.946277,-0.196266
21724185677,-0.910952,-0.316135
21724217385,-0.935168,-0.202822
21724248452,-0.940001,-0.099587
21724262368,-0.904790,-0.200555
21724275713,-0.915026,-0.099839
21724292357,-0.900874,-0.099632
21724320717,-0.866368,-0.203454
21724337446,-0.854443,-0.206417
21724365685,-0.837954,-0.211548
21724410668,-0.820309,-0.215906
21724427396,-0.815624,-0.215552
21724442399,-0.811766,-0.214532
21724455657,-0.808690,-0.213709
21724472386,-0.805761,-0.212281
21724487398,-0.803185,-0.213296
21724500706,-0.800805,-0.214204
21724517398,-0.797834,-0.216432
21724562389,-0.791010,-0.218518
21724577383,-0.789144,-0.216751
21724590663,-0.752417,-0.297237
21724607384,-0.784604,-0.216250
21724622388,-0.782287,-0.217669
21724635678,-0.780388,-0.218750
21724652295,-0.778176,-0.218327
21724667409,-0.776626,-0.218116
21724698436,-0.779797,-0.219344
21724712385,-0.784588,-0.226136
21724742395,-0.835083,-0.219910
21724770656,-0.833009,-0.309325
21724787389,-0.887223,-0.216292
21724815705,-0.869129,-0.314728
21724860666,-0.892034,-0.319455
21724892427,-0.945389,-0.204053
21724922399,-0.999083,-0.076849
21724937397,-0.957895,-0.200926
21724950679,-0.912516,-0.329055
21724967383,-1.009904,-0.070783
21725012376,-1.017720,-0.066072
21725027380,-0.966946,-0.203728
21725040626,-0.918456,-0.338667
21725057371,-1.017022,-0.083052
21725072369,-0.969021,-0.215777
21725085606,-0.921247,-0.348625
21725117390,-0.968357,-0.228285
21725148468,-0.966944,-0.232093
21725162391,-0.966541,-0.231784
21725175527,-0.919818,-0.354609
21725192344,-0.963823,-0.234811
21725207367,-0.963052,-0.236284
21725220602,-0.915695,-0.355967
21725237354,-0.960688,-0.238392
21725265522,-0.910558,-0.358126
21725310542,-0.905453,-0.357371
21725342377,-0.953254,-0.263195
21725355553,-0.905843,-0.373681
21725372378,-0.949651,-0.276360
21725387382,-0.947963,-0.280824
21725400531,-0.946363,-0.288037
21725417368,-0.944869,-0.295545
21725446600,-0.941467,-0.309097
21725462372,-0.938809,-0.315837
21725477368,-0.936763,-0.320557
21725490523,-0.899044,-0.412046
21725507378,-0.934782,-0.328579
21725522373,-0.933497,-0.332553
21725535508,-0.898022,-0.417224
21725552357,-0.930955,-0.338850
21725567371,-0.929996,-0.341123
21725598452,-0.929263,-0.326040
21725612353,-0.926333,-0.318698
21725625534,-0.889540,-0.420536
21725642356,-0.918239,-0.307491
21725670546,-0.872549,-0.418184
21725687417,-0.911038,-0.291024
21725715534,-0.907494,-0.287290
21725760574,-0.859392,-0.411739
